Date,Average-Hourly-Earnings,Average-weekly-hours,Civilian-Labor-Force-Level,Consumer-Price-Index,Total-Nonfarm-Payrolls,Unemployment-Rate
1913-01-01,,,,9.8,,
1913-02-01,,,,9.8,,
1913-03-01,,,,9.8,,
1913-04-01,,,,9.8,,
1913-05-01,,,,9.7,,
1913-06-01,,,,9.8,,
1913-07-01,,,,9.9,,
1913-08-01,,,,9.9,,
1913-09-01,,,,10.0,,
1913-10-01,,,,10.0,,
1913-11-01,,,,10.1,,
1913-12-01,,,,10.0,,
1914-01-01,,,,10.0,,
1914-02-01,,,,9.9,,
1914-03-01,,,,9.9,,
1914-04-01,,,,9.8,,
1914-05-01,,,,9.9,,
1914-06-01,,,,9.9,,
1914-07-01,,,,10.0,,
1914-08-01,,,,10.2,,
1914-09-01,,,,10.2,,
1914-10-01,,,,10.1,,
1914-11-01,,,,10.2,,
1914-12-01,,,,10.1,,
1915-01-01,,,,10.1,,
1915-02-01,,,,10.0,,
1915-03-01,,,,9.9,,
1915-04-01,,,,10.0,,
1915-05-01,,,,10.1,,
1915-06-01,,,,10.1,,
1915-07-01,,,,10.1,,
1915-08-01,,,,10.1,,
1915-09-01,,,,10.1,,
1915-10-01,,,,10.2,,
1915-11-01,,,,10.3,,
1915-12-01,,,,10.3,,
1916-01-01,,,,10.4,,
1916-02-01,,,,10.4,,
1916-03-01,,,,10.5,,
1916-04-01,,,,10.6,,
1916-05-01,,,,10.7,,
1916-06-01,,,,10.8,,
1916-07-01,,,,10.8,,
1916-08-01,,,,10.9,,
1916-09-01,,,,11.1,,
1916-10-01,,,,11.3,,
1916-11-01,,,,11.5,,
1916-12-01,,,,11.6,,
1917-01-01,,,,11.7,,
1917-02-01,,,,12.0,,
1917-03-01,,,,12.0,,
1917-04-01,,,,12.6,,
1917-05-01,,,,12.8,,
1917-06-01,,,,13.0,,
1917-07-01,,,,12.8,,
1917-08-01,,,,13.0,,
1917-09-01,,,,13.3,,
1917-10-01,,,,13.5,,
1917-11-01,,,,13.5,,
1917-12-01,,,,13.7,,
1918-01-01,,,,14.0,,
1918-02-01,,,,14.1,,
1918-03-01,,,,14.0,,
1918-04-01,,,,14.2,,
1918-05-01,,,,14.5,,
1918-06-01,,,,14.7,,
1918-07-01,,,,15.1,,
1918-08-01,,,,15.4,,
1918-09-01,,,,15.7,,
1918-10-01,,,,16.0,,
1918-11-01,,,,16.3,,
1918-12-01,,,,16.5,,
1919-01-01,,,,16.5,,
1919-02-01,,,,16.2,,
1919-03-01,,,,16.4,,
1919-04-01,,,,16.7,,
1919-05-01,,,,16.9,,
1919-06-01,,,,16.9,,
1919-07-01,,,,17.4,,
1919-08-01,,,,17.7,,
1919-09-01,,,,17.8,,
1919-10-01,,,,18.1,,
1919-11-01,,,,18.5,,
1919-12-01,,,,18.9,,
1920-01-01,,,,19.3,,
1920-02-01,,,,19.5,,
1920-03-01,,,,19.7,,
1920-04-01,,,,20.3,,
1920-05-01,,,,20.6,,
1920-06-01,,,,20.9,,
1920-07-01,,,,20.8,,
1920-08-01,,,,20.3,,
1920-09-01,,,,20.0,,
1920-10-01,,,,19.9,,
1920-11-01,,,,19.8,,
1920-12-01,,,,19.4,,
1921-01-01,,,,19.0,,
1921-02-01,,,,18.4,,
1921-03-01,,,,18.3,,
1921-04-01,,,,18.1,,
1921-05-01,,,,17.7,,
1921-06-01,,,,17.6,,
1921-07-01,,,,17.7,,
1921-08-01,,,,17.7,,
1921-09-01,,,,17.5,,
1921-10-01,,,,17.5,,
1921-11-01,,,,17.4,,
1921-12-01,,,,17.3,,
1922-01-01,,,,16.9,,
1922-02-01,,,,16.9,,
1922-03-01,,,,16.7,,
1922-04-01,,,,16.7,,
1922-05-01,,,,16.7,,
1922-06-01,,,,16.7,,
1922-07-01,,,,16.8,,
1922-08-01,,,,16.6,,
1922-09-01,,,,16.6,,
1922-10-01,,,,16.7,,
1922-11-01,,,,16.8,,
1922-12-01,,,,16.9,,
1923-01-01,,,,16.8,,
1923-02-01,,,,16.8,,
1923-03-01,,,,16.8,,
1923-04-01,,,,16.9,,
1923-05-01,,,,16.9,,
1923-06-01,,,,17.0,,
1923-07-01,,,,17.2,,
1923-08-01,,,,17.1,,
1923-09-01,,,,17.2,,
1923-10-01,,,,17.3,,
1923-11-01,,,,17.3,,
1923-12-01,,,,17.3,,
1924-01-01,,,,17.3,,
1924-02-01,,,,17.2,,
1924-03-01,,,,17.1,,
1924-04-01,,,,17.0,,
1924-05-01,,,,17.0,,
1924-06-01,,,,17.0,,
1924-07-01,,,,17.1,,
1924-08-01,,,,17.0,,
1924-09-01,,,,17.1,,
1924-10-01,,,,17.2,,
1924-11-01,,,,17.2,,
1924-12-01,,,,17.3,,
1925-01-01,,,,17.3,,
1925-02-01,,,,17.2,,
1925-03-01,,,,17.3,,
1925-04-01,,,,17.2,,
1925-05-01,,,,17.3,,
1925-06-01,,,,17.5,,
1925-07-01,,,,17.7,,
1925-08-01,,,,17.7,,
1925-09-01,,,,17.7,,
1925-10-01,,,,17.7,,
1925-11-01,,,,18.0,,
1925-12-01,,,,17.9,,
1926-01-01,,,,17.9,,
1926-02-01,,,,17.9,,
1926-03-01,,,,17.8,,
1926-04-01,,,,17.9,,
1926-05-01,,,,17.8,,
1926-06-01,,,,17.7,,
1926-07-01,,,,17.5,,
1926-08-01,,,,17.4,,
1926-09-01,,,,17.5,,
1926-10-01,,,,17.6,,
1926-11-01,,,,17.7,,
1926-12-01,,,,17.7,,
1927-01-01,,,,17.5,,
1927-02-01,,,,17.4,,
1927-03-01,,,,17.3,,
1927-04-01,,,,17.3,,
1927-05-01,,,,17.4,,
1927-06-01,,,,17.6,,
1927-07-01,,,,17.3,,
1927-08-01,,,,17.2,,
1927-09-01,,,,17.3,,
1927-10-01,,,,17.4,,
1927-11-01,,,,17.3,,
1927-12-01,,,,17.3,,
1928-01-01,,,,17.3,,
1928-02-01,,,,17.1,,
1928-03-01,,,,17.1,,
1928-04-01,,,,17.1,,
1928-05-01,,,,17.2,,
1928-06-01,,,,17.1,,
1928-07-01,,,,17.1,,
1928-08-01,,,,17.1,,
1928-09-01,,,,17.3,,
1928-10-01,,,,17.2,,
1928-11-01,,,,17.2,,
1928-12-01,,,,17.1,,
1929-01-01,,,,17.1,,
1929-02-01,,,,17.1,,
1929-03-01,,,,17.0,,
1929-04-01,,,,16.9,,
1929-05-01,,,,17.0,,
1929-06-01,,,,17.1,,
1929-07-01,,,,17.3,,
1929-08-01,,,,17.3,,
1929-09-01,,,,17.3,,
1929-10-01,,,,17.3,,
1929-11-01,,,,17.3,,
1929-12-01,,,,17.2,,
1930-01-01,,,,17.1,,
1930-02-01,,,,17.0,,
1930-03-01,,,,16.9,,
1930-04-01,,,,17.0,,
1930-05-01,,,,16.9,,
1930-06-01,,,,16.8,,
1930-07-01,,,,16.6,,
1930-08-01,,,,16.5,,
1930-09-01,,,,16.6,,
1930-10-01,,,,16.5,,
1930-11-01,,,,16.4,,
1930-12-01,,,,16.1,,
1931-01-01,,,,15.9,,
1931-02-01,,,,15.7,,
1931-03-01,,,,15.6,,
1931-04-01,,,,15.5,,
1931-05-01,,,,15.3,,
1931-06-01,,,,15.1,,
1931-07-01,,,,15.1,,
1931-08-01,,,,15.1,,
1931-09-01,,,,15.0,,
1931-10-01,,,,14.9,,
1931-11-01,,,,14.7,,
1931-12-01,,,,14.6,,
1932-01-01,,,,14.3,,
1932-02-01,,,,14.1,,
1932-03-01,,,,14.0,,
1932-04-01,,,,13.9,,
1932-05-01,,,,13.7,,
1932-06-01,,,,13.6,,
1932-07-01,,,,13.6,,
1932-08-01,,,,13.5,,
1932-09-01,,,,13.4,,
1932-10-01,,,,13.3,,
1932-11-01,,,,13.2,,
1932-12-01,,,,13.1,,
1933-01-01,,,,12.9,,
1933-02-01,,,,12.7,,
1933-03-01,,,,12.6,,
1933-04-01,,,,12.6,,
1933-05-01,,,,12.6,,
1933-06-01,,,,12.7,,
1933-07-01,,,,13.1,,
1933-08-01,,,,13.2,,
1933-09-01,,,,13.2,,
1933-10-01,,,,13.2,,
1933-11-01,,,,13.2,,
1933-12-01,,,,13.2,,
1934-01-01,,,,13.2,,
1934-02-01,,,,13.3,,
1934-03-01,,,,13.3,,
1934-04-01,,,,13.3,,
1934-05-01,,,,13.3,,
1934-06-01,,,,13.4,,
1934-07-01,,,,13.4,,
1934-08-01,,,,13.4,,
1934-09-01,,,,13.6,,
1934-10-01,,,,13.5,,
1934-11-01,,,,13.5,,
1934-12-01,,,,13.4,,
1935-01-01,,,,13.6,,
1935-02-01,,,,13.7,,
1935-03-01,,,,13.7,,
1935-04-01,,,,13.8,,
1935-05-01,,,,13.8,,
1935-06-01,,,,13.7,,
1935-07-01,,,,13.7,,
1935-08-01,,,,13.7,,
1935-09-01,,,,13.7,,
1935-10-01,,,,13.7,,
1935-11-01,,,,13.8,,
1935-12-01,,,,13.8,,
1936-01-01,,,,13.8,,
1936-02-01,,,,13.8,,
1936-03-01,,,,13.7,,
1936-04-01,,,,13.7,,
1936-05-01,,,,13.7,,
1936-06-01,,,,13.8,,
1936-07-01,,,,13.9,,
1936-08-01,,,,14.0,,
1936-09-01,,,,14.0,,
1936-10-01,,,,14.0,,
1936-11-01,,,,14.0,,
1936-12-01,,,,14.0,,
1937-01-01,,,,14.1,,
1937-02-01,,,,14.1,,
1937-03-01,,,,14.2,,
1937-04-01,,,,14.3,,
1937-05-01,,,,14.4,,
1937-06-01,,,,14.4,,
1937-07-01,,,,14.5,,
1937-08-01,,,,14.5,,
1937-09-01,,,,14.6,,
1937-10-01,,,,14.6,,
1937-11-01,,,,14.5,,
1937-12-01,,,,14.4,,
1938-01-01,,,,14.2,,
1938-02-01,,,,14.1,,
1938-03-01,,,,14.1,,
1938-04-01,,,,14.2,,
1938-05-01,,,,14.1,,
1938-06-01,,,,14.1,,
1938-07-01,,,,14.1,,
1938-08-01,,,,14.1,,
1938-09-01,,,,14.1,,
1938-10-01,,,,14.0,,
1938-11-01,,,,14.0,,
1938-12-01,,,,14.0,,
1939-01-01,,,,14.0,29923.0,
1939-02-01,,,,13.9,30100.0,
1939-03-01,,,,13.9,30280.0,
1939-04-01,,,,13.8,30094.0,
1939-05-01,,,,13.8,30299.0,
1939-06-01,,,,13.8,30502.0,
1939-07-01,,,,13.8,30419.0,
1939-08-01,,,,13.8,30663.0,
1939-09-01,,,,14.1,31031.0,
1939-10-01,,,,14.0,31411.0,
1939-11-01,,,,14.0,31470.0,
1939-12-01,,,,14.0,31542.0,
1940-01-01,,,,13.9,31603.0,
1940-02-01,,,,14.0,31715.0,
1940-03-01,,,,14.0,31825.0,
1940-04-01,,,,14.0,31701.0,
1940-05-01,,,,14.0,31879.0,
1940-06-01,,,,14.1,31977.0,
1940-07-01,,,,14.0,31942.0,
1940-08-01,,,,14.0,32352.0,
1940-09-01,,,,14.0,32810.0,
1940-10-01,,,,14.0,33267.0,
1940-11-01,,,,14.0,33669.0,
1940-12-01,,,,14.1,34174.0,
1941-01-01,,,,14.1,34481.0,
1941-02-01,,,,14.1,34843.0,
1941-03-01,,,,14.2,35092.0,
1941-04-01,,,,14.3,35468.0,
1941-05-01,,,,14.4,36182.0,
1941-06-01,,,,14.7,36650.0,
1941-07-01,,,,14.7,37137.0,
1941-08-01,,,,14.9,37544.0,
1941-09-01,,,,15.1,37835.0,
1941-10-01,,,,15.3,37949.0,
1941-11-01,,,,15.4,38024.0,
1941-12-01,,,,15.5,38104.0,
1942-01-01,,,,15.7,38347.0,
1942-02-01,,,,15.8,38512.0,
1942-03-01,,,,16.0,38935.0,
1942-04-01,,,,16.1,39352.0,
1942-05-01,,,,16.3,39771.0,
1942-06-01,,,,16.3,40029.0,
1942-07-01,,,,16.4,40472.0,
1942-08-01,,,,16.5,40988.0,
1942-09-01,,,,16.5,41259.0,
1942-10-01,,,,16.7,41515.0,
1942-11-01,,,,16.8,41674.0,
1942-12-01,,,,16.9,41915.0,
1943-01-01,,,,16.9,42172.0,
1943-02-01,,,,16.9,42393.0,
1943-03-01,,,,17.2,42552.0,
1943-04-01,,,,17.4,42647.0,
1943-05-01,,,,17.5,42596.0,
1943-06-01,,,,17.5,42781.0,
1943-07-01,,,,17.4,42700.0,
1943-08-01,,,,17.3,42546.0,
1943-09-01,,,,17.4,42492.0,
1943-10-01,,,,17.4,42675.0,
1943-11-01,,,,17.4,42821.0,
1943-12-01,,,,17.4,42746.0,
1944-01-01,,,,17.4,42654.0,
1944-02-01,,,,17.4,42538.0,
1944-03-01,,,,17.4,42294.0,
1944-04-01,,,,17.5,42063.0,
1944-05-01,,,,17.5,41985.0,
1944-06-01,,,,17.6,41947.0,
1944-07-01,,,,17.7,41904.0,
1944-08-01,,,,17.7,41850.0,
1944-09-01,,,,17.7,41679.0,
1944-10-01,,,,17.7,41708.0,
1944-11-01,,,,17.7,41711.0,
1944-12-01,,,,17.8,41860.0,
1945-01-01,,,,17.8,41895.0,
1945-02-01,,,,17.8,41897.0,
1945-03-01,,,,17.8,41798.0,
1945-04-01,,,,17.8,41446.0,
1945-05-01,,,,17.9,41304.0,
1945-06-01,,,,18.1,41149.0,
1945-07-01,,,,18.1,40874.0,
1945-08-01,,,,18.1,40466.0,
1945-09-01,,,,18.1,38507.0,
1945-10-01,,,,18.1,38600.0,
1945-11-01,,,,18.1,38996.0,
1945-12-01,,,,18.2,39110.0,
1946-01-01,,,,18.2,39829.0,
1946-02-01,,,,18.1,39244.0,
1946-03-01,,,,18.3,40195.0,
1946-04-01,,,,18.4,40913.0,
1946-05-01,,,,18.5,41349.0,
1946-06-01,,,,18.7,41735.0,
1946-07-01,,,,19.8,42153.0,
1946-08-01,,,,20.2,42642.0,
1946-09-01,,,,20.4,42915.0,
1946-10-01,,,,20.8,43093.0,
1946-11-01,,,,21.3,43395.0,
1946-12-01,,,,21.5,43379.0,
1947-01-01,,,,21.5,43535.0,
1947-02-01,,,,21.5,43557.0,
1947-03-01,,,,21.9,43607.0,
1947-04-01,,,,21.9,43499.0,
1947-05-01,,,,21.9,43638.0,
1947-06-01,,,,22.0,43810.0,
1947-07-01,,,,22.2,43743.0,
1947-08-01,,,,22.5,43960.0,
1947-09-01,,,,23.0,44203.0,
1947-10-01,,,,23.0,44411.0,
1947-11-01,,,,23.1,44484.0,
1947-12-01,,,,23.4,44581.0,
1948-01-01,,,60095.0,23.7,44679.0,3.4
1948-02-01,,,60524.0,23.5,44533.0,3.8
1948-03-01,,,60070.0,23.4,44683.0,4.0
1948-04-01,,,60677.0,23.8,44379.0,3.9
1948-05-01,,,59972.0,23.9,44796.0,3.5
1948-06-01,,,60957.0,24.1,45034.0,3.6
1948-07-01,,,61181.0,24.4,45160.0,3.6
1948-08-01,,,60806.0,24.5,45178.0,3.9
1948-09-01,,,60815.0,24.5,45294.0,3.8
1948-10-01,,,60646.0,24.4,45245.0,3.7
1948-11-01,,,60702.0,24.2,45192.0,3.8
1948-12-01,,,61169.0,24.1,45032.0,4.0
1949-01-01,,,60771.0,24.0,44668.0,4.3
1949-02-01,,,61057.0,23.8,44497.0,4.7
1949-03-01,,,61073.0,23.8,44240.0,5.0
1949-04-01,,,61007.0,23.9,44236.0,5.3
1949-05-01,,,61259.0,23.8,43984.0,6.1
1949-06-01,,,60948.0,23.9,43739.0,6.2
1949-07-01,,,61301.0,23.7,43531.0,6.7
1949-08-01,,,61590.0,23.8,43624.0,6.8
1949-09-01,,,61633.0,23.9,43780.0,6.6
1949-10-01,,,62185.0,23.7,42942.0,7.9
1949-11-01,,,62005.0,23.8,43242.0,6.4
1949-12-01,,,61908.0,23.6,43522.0,6.6
1950-01-01,,,61661.0,23.5,43526.0,6.5
1950-02-01,,,61687.0,23.5,43297.0,6.4
1950-03-01,,,61604.0,23.6,43954.0,6.3
1950-04-01,,,62158.0,23.6,44382.0,5.8
1950-05-01,,,62083.0,23.7,44718.0,5.5
1950-06-01,,,62419.0,23.8,45083.0,5.4
1950-07-01,,,62121.0,24.1,45454.0,5.0
1950-08-01,,,62596.0,24.3,46192.0,4.5
1950-09-01,,,62349.0,24.4,46438.0,4.4
1950-10-01,,,62428.0,24.6,46706.0,4.2
1950-11-01,,,62286.0,24.7,46776.0,4.2
1950-12-01,,,62068.0,25.0,46861.0,4.3
1951-01-01,,,61941.0,25.4,47288.0,3.7
1951-02-01,,,61778.0,25.7,47577.0,3.4
1951-03-01,,,62526.0,25.8,47873.0,3.4
1951-04-01,,,61808.0,25.8,47861.0,3.1
1951-05-01,,,62044.0,25.9,47952.0,3.0
1951-06-01,,,61615.0,25.9,48064.0,3.2
1951-07-01,,,62106.0,25.9,48061.0,3.1
1951-08-01,,,61927.0,25.9,48012.0,3.1
1951-09-01,,,61780.0,26.1,47954.0,3.3
1951-10-01,,,62204.0,26.2,48006.0,3.5
1951-11-01,,,62014.0,26.4,48147.0,3.5
1951-12-01,,,62457.0,26.5,48314.0,3.1
1952-01-01,,,62432.0,26.5,48296.0,3.2
1952-02-01,,,62419.0,26.3,48522.0,3.1
1952-03-01,,,61721.0,26.3,48504.0,2.9
1952-04-01,,,61720.0,26.4,48620.0,2.9
1952-05-01,,,62058.0,26.4,48642.0,3.0
1952-06-01,,,62103.0,26.5,48282.0,3.0
1952-07-01,,,61962.0,26.7,48143.0,3.2
1952-08-01,,,61877.0,26.7,48924.0,3.4
1952-09-01,,,62457.0,26.7,49320.0,3.1
1952-10-01,,,61971.0,26.7,49597.0,3.0
1952-11-01,,,62491.0,26.7,49816.0,2.8
1952-12-01,,,62621.0,26.7,50166.0,2.7
1953-01-01,,,63439.0,26.6,50144.0,2.9
1953-02-01,,,63520.0,26.5,50339.0,2.6
1953-03-01,,,63657.0,26.6,50473.0,2.6
1953-04-01,,,63167.0,26.6,50435.0,2.7
1953-05-01,,,62615.0,26.7,50490.0,2.5
1953-06-01,,,63063.0,26.8,50519.0,2.5
1953-07-01,,,63057.0,26.8,50536.0,2.6
1953-08-01,,,62816.0,26.9,50489.0,2.7
1953-09-01,,,62727.0,26.9,50368.0,2.9
1953-10-01,,,62867.0,27.0,50240.0,3.1
1953-11-01,,,62949.0,26.9,49908.0,3.5
1953-12-01,,,62795.0,26.9,49703.0,4.5
1954-01-01,,,63101.0,26.9,49469.0,4.9
1954-02-01,,,63994.0,26.9,49382.0,5.2
1954-03-01,,,63793.0,26.9,49157.0,5.7
1954-04-01,,,63934.0,26.8,49179.0,5.9
1954-05-01,,,63675.0,26.9,48965.0,5.9
1954-06-01,,,63343.0,26.9,48895.0,5.6
1954-07-01,,,63302.0,26.9,48835.0,5.8
1954-08-01,,,63707.0,26.9,48826.0,6.0
1954-09-01,,,64209.0,26.8,48886.0,6.1
1954-10-01,,,63936.0,26.8,48942.0,5.7
1954-11-01,,,63759.0,26.8,49180.0,5.3
1954-12-01,,,63312.0,26.7,49331.0,5.0
1955-01-01,,,63910.0,26.7,49496.0,4.9
1955-02-01,,,63696.0,26.7,49644.0,4.7
1955-03-01,,,63882.0,26.7,49962.0,4.6
1955-04-01,,,64564.0,26.7,50248.0,4.7
1955-05-01,,,64381.0,26.7,50512.0,4.3
1955-06-01,,,64482.0,26.7,50790.0,4.2
1955-07-01,,,65145.0,26.8,50987.0,4.0
1955-08-01,,,65581.0,26.8,51111.0,4.2
1955-09-01,,,65628.0,26.9,51266.0,4.1
1955-10-01,,,65821.0,26.9,51429.0,4.3
1955-11-01,,,66037.0,26.9,51592.0,4.2
1955-12-01,,,66445.0,26.8,51805.0,4.2
1956-01-01,,,66419.0,26.8,51975.0,4.0
1956-02-01,,,66124.0,26.8,52167.0,3.9
1956-03-01,,,66175.0,26.8,52294.0,4.2
1956-04-01,,,66264.0,26.9,52375.0,4.0
1956-05-01,,,66722.0,27.0,52506.0,4.3
1956-06-01,,,66702.0,27.2,52586.0,4.3
1956-07-01,,,66752.0,27.4,51955.0,4.4
1956-08-01,,,66673.0,27.3,52631.0,4.1
1956-09-01,,,66714.0,27.4,52604.0,3.9
1956-10-01,,,66546.0,27.5,52777.0,3.9
1956-11-01,,,66657.0,27.5,52821.0,4.3
1956-12-01,,,66700.0,27.6,52929.0,4.2
1957-01-01,,,66428.0,27.6,52887.0,4.2
1957-02-01,,,66879.0,27.7,53097.0,3.9
1957-03-01,,,66913.0,27.8,53156.0,3.7
1957-04-01,,,66647.0,27.9,53238.0,3.9
1957-05-01,,,66695.0,28.0,53150.0,4.1
1957-06-01,,,67052.0,28.1,53067.0,4.3
1957-07-01,,,67336.0,28.3,53123.0,4.2
1957-08-01,,,66706.0,28.3,53128.0,4.1
1957-09-01,,,67064.0,28.3,52934.0,4.4
1957-10-01,,,67066.0,28.3,52763.0,4.5
1957-11-01,,,67123.0,28.4,52558.0,5.1
1957-12-01,,,67398.0,28.4,52384.0,5.2
1958-01-01,,,67095.0,28.6,52076.0,5.8
1958-02-01,,,67201.0,28.6,51576.0,6.4
1958-03-01,,,67223.0,28.8,51299.0,6.7
1958-04-01,,,67647.0,28.9,51027.0,7.4
1958-05-01,,,67895.0,28.9,50914.0,7.4
1958-06-01,,,67674.0,28.9,50914.0,7.3
1958-07-01,,,67824.0,29.0,51039.0,7.5
1958-08-01,,,68037.0,28.9,51233.0,7.4
1958-09-01,,,68002.0,28.9,51506.0,7.1
1958-10-01,,,68045.0,28.9,51485.0,6.7
1958-11-01,,,67658.0,29.0,51944.0,6.2
1958-12-01,,,67740.0,28.9,52085.0,6.2
1959-01-01,,,67936.0,29.0,52478.0,6.0
1959-02-01,,,67649.0,28.9,52688.0,5.9
1959-03-01,,,68068.0,28.9,53014.0,5.6
1959-04-01,,,68339.0,29.0,53321.0,5.2
1959-05-01,,,68178.0,29.0,53550.0,5.1
1959-06-01,,,68278.0,29.1,53681.0,5.0
1959-07-01,,,68539.0,29.2,53804.0,5.1
1959-08-01,,,68432.0,29.2,53336.0,5.2
1959-09-01,,,68545.0,29.3,53428.0,5.5
1959-10-01,,,68821.0,29.4,53358.0,5.7
1959-11-01,,,68533.0,29.4,53634.0,5.8
1959-12-01,,,68994.0,29.4,54174.0,5.3
1960-01-01,,,68962.0,29.3,54274.0,5.2
1960-02-01,,,68949.0,29.4,54513.0,4.8
1960-03-01,,,68399.0,29.4,54454.0,5.4
1960-04-01,,,69579.0,29.5,54813.0,5.2
1960-05-01,,,69626.0,29.5,54475.0,5.1
1960-06-01,,,69934.0,29.6,54348.0,5.4
1960-07-01,,,69745.0,29.6,54306.0,5.5
1960-08-01,,,69841.0,29.6,54272.0,5.6
1960-09-01,,,70151.0,29.6,54227.0,5.5
1960-10-01,,,69884.0,29.8,54142.0,6.1
1960-11-01,,,70439.0,29.8,53961.0,6.1
1960-12-01,,,70395.0,29.8,53742.0,6.6
1961-01-01,,,70447.0,29.8,53683.0,6.6
1961-02-01,,,70420.0,29.8,53557.0,6.9
1961-03-01,,,70703.0,29.8,53659.0,6.9
1961-04-01,,,70267.0,29.8,53627.0,7.0
1961-05-01,,,70452.0,29.8,53786.0,7.1
1961-06-01,,,70878.0,29.8,53977.0,6.9
1961-07-01,,,70536.0,30.0,54123.0,7.0
1961-08-01,,,70534.0,29.9,54298.0,6.6
1961-09-01,,,70217.0,30.0,54388.0,6.7
1961-10-01,,,70492.0,30.0,54522.0,6.5
1961-11-01,,,70376.0,30.0,54742.0,6.1
1961-12-01,,,70077.0,30.0,54872.0,6.0
1962-01-01,,,70189.0,30.0,54891.0,5.8
1962-02-01,,,70409.0,30.1,55188.0,5.5
1962-03-01,,,70414.0,30.1,55275.0,5.6
1962-04-01,,,70278.0,30.2,55602.0,5.6
1962-05-01,,,70551.0,30.2,55628.0,5.5
1962-06-01,,,70514.0,30.2,55644.0,5.5
1962-07-01,,,70302.0,30.3,55746.0,5.4
1962-08-01,,,70981.0,30.3,55838.0,5.7
1962-09-01,,,71153.0,30.4,55978.0,5.6
1962-10-01,,,70917.0,30.4,56041.0,5.4
1962-11-01,,,70871.0,30.4,56056.0,5.7
1962-12-01,,,70854.0,30.4,56028.0,5.5
1963-01-01,,,71146.0,30.4,56115.0,5.7
1963-02-01,,,71262.0,30.4,56230.0,5.9
1963-03-01,,,71423.0,30.5,56320.0,5.7
1963-04-01,,,71697.0,30.5,56580.0,5.7
1963-05-01,,,71832.0,30.5,56616.0,5.9
1963-06-01,,,71626.0,30.6,56659.0,5.6
1963-07-01,,,71956.0,30.7,56794.0,5.6
1963-08-01,,,71786.0,30.7,56910.0,5.4
1963-09-01,,,72131.0,30.7,57078.0,5.5
1963-10-01,,,72281.0,30.8,57283.0,5.5
1963-11-01,,,72418.0,30.8,57255.0,5.7
1963-12-01,,,72188.0,30.9,57361.0,5.5
1964-01-01,,,72356.0,30.9,57487.0,5.6
1964-02-01,,,72683.0,30.9,57753.0,5.4
1964-03-01,,,72713.0,30.9,57897.0,5.4
1964-04-01,,,73274.0,30.9,57922.0,5.3
1964-05-01,,,73395.0,30.9,58089.0,5.1
1964-06-01,,,73032.0,31.0,58219.0,5.2
1964-07-01,,,73007.0,31.1,58412.0,4.9
1964-08-01,,,73118.0,31.0,58619.0,5.0
1964-09-01,,,73290.0,31.1,58903.0,5.1
1964-10-01,,,73308.0,31.1,58793.0,5.1
1964-11-01,,,73286.0,31.2,59218.0,4.8
1964-12-01,,,73465.0,31.2,59421.0,5.0
1965-01-01,,,73569.0,31.2,59582.0,4.9
1965-02-01,,,73857.0,31.2,59800.0,5.1
1965-03-01,,,73949.0,31.3,60003.0,4.7
1965-04-01,,,74228.0,31.4,60259.0,4.8
1965-05-01,,,74466.0,31.4,60491.0,4.6
1965-06-01,,,74412.0,31.6,60690.0,4.6
1965-07-01,,,74761.0,31.6,60965.0,4.4
1965-08-01,,,74616.0,31.6,61228.0,4.4
1965-09-01,,,74502.0,31.6,61490.0,4.3
1965-10-01,,,74838.0,31.7,61719.0,4.2
1965-11-01,,,74797.0,31.7,61996.0,4.1
1965-12-01,,,75093.0,31.8,62322.0,4.0
1966-01-01,,,75186.0,31.8,62529.0,4.0
1966-02-01,,,74954.0,32.0,62796.0,3.8
1966-03-01,,,75075.0,32.1,63192.0,3.8
1966-04-01,,,75338.0,32.3,63437.0,3.8
1966-05-01,,,75447.0,32.3,63712.0,3.9
1966-06-01,,,75647.0,32.4,64111.0,3.8
1966-07-01,,,75736.0,32.5,64301.0,3.8
1966-08-01,,,76046.0,32.7,64507.0,3.8
1966-09-01,,,76056.0,32.7,64643.0,3.7
1966-10-01,,,76199.0,32.9,64854.0,3.7
1966-11-01,,,76610.0,32.9,65019.0,3.6
1966-12-01,,,76641.0,32.9,65199.0,3.8
1967-01-01,,,76639.0,32.9,65407.0,3.9
1967-02-01,,,76521.0,32.9,65429.0,3.8
1967-03-01,,,76328.0,33.0,65530.0,3.8
1967-04-01,,,76777.0,33.1,65466.0,3.8
1967-05-01,,,76773.0,33.2,65620.0,3.8
1967-06-01,,,77270.0,33.3,65750.0,3.9
1967-07-01,,,77464.0,33.4,65888.0,3.8
1967-08-01,,,77712.0,33.5,66143.0,3.8
1967-09-01,,,77812.0,33.6,66164.0,3.8
1967-10-01,,,78194.0,33.7,66225.0,4.0
1967-11-01,,,78191.0,33.8,66703.0,3.9
1967-12-01,,,78491.0,33.9,66900.0,3.8
1968-01-01,,,77578.0,34.1,66804.0,3.7
1968-02-01,,,78230.0,34.2,67215.0,3.8
1968-03-01,,,78256.0,34.3,67295.0,3.7
1968-04-01,,,78270.0,34.4,67556.0,3.5
1968-05-01,,,78847.0,34.5,67652.0,3.5
1968-06-01,,,79120.0,34.7,67905.0,3.7
1968-07-01,,,78970.0,34.9,68126.0,3.7
1968-08-01,,,78811.0,35.0,68330.0,3.5
1968-09-01,,,78858.0,35.1,68484.0,3.4
1968-10-01,,,78913.0,35.3,68721.0,3.4
